EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-MAIN_CATEGORY	FR_CATÉGORIE_D'IMMIGRATION-CATÉGORIE_PRINCIPALE	EN_IMMIGRATION_CATEGORY-GROUP	FR_CATÉGORIE_D'IMMIGRATION-GROUPE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2019	Q2	Jun	2019	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Pilot Programs	Programmes pilotes d’immigration au Canada atlantique	--
2017	Q3	Aug	2017	T3	août	New Brunswick	Nouveau-Brunswick	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2017	Q1	Feb	2017	T1	fév.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Trade	Métiers spécialisés	--
2023	Q2	May	2023	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2018	Q1	Feb	2018	T1	fév.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2022	Q3	Aug	2022	T3	août	New Brunswick	Nouveau-Brunswick	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2021	Q2	Jun	2021	T2	juin	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2017	Q2	May	2017	T2	mai	Ontario	Ontario	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2016	Q1	Mar	2016	T1	mars	British Columbia	Colombie-Britannique	Economic	Économique	Business	Programme des gens d’affaires	Investor	Investisseurs	--
2017	Q3	Sep	2017	T3	sept.	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2021	Q3	Jul	2021	T3	juil.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	160
2019	Q2	Apr	2019	T2	avr.	Quebec	Québec	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2016	Q2	Apr	2016	T2	avr.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	60
2022	Q4	Dec	2022	T4	déc.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Investor	Investisseurs	25
2021	Q1	Feb	2021	T1	fév.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	10
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	25
2015	Q4	Dec	2015	T4	déc.	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2021	Q2	May	2021	T2	mai	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	20
2023	Q1	Feb	2023	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2023	Q4	Oct	2023	T4	oct.	Alberta	Alberta	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2015	Q1	Mar	2015	T1	mars	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	15
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2021	Q1	Jan	2021	T1	janv.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2024	Q3	Aug	2024	T3	août	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2024	Q4	Oct	2024	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2016	Q4	Oct	2016	T4	oct.	Ontario	Ontario	Economic	Économique	Business	Programme des gens d’affaires	Start-up Business	Démarrage d'entreprise	--
2021	Q2	Apr	2021	T2	avr.	Ontario	Ontario	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2016	Q4	Nov	2016	T4	nov.	Quebec	Québec	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Parent or Grandparent	Parents ou grands-parents parrainés	--
2015	Q4	Dec	2015	T4	déc.	Alberta	Alberta	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2016	Q1	Jan	2016	T1	janv.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2024	Q3	Aug	2024	T3	août	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Rural and Northern Immigration	Programme d’immigration dans les communautés rurales et du Nord	--
2016	Q2	May	2016	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2016	Q3	Aug	2016	T3	août	Quebec	Québec	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2022	Q2	Jun	2022	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	--
2023	Q1	Mar	2023	T1	mars	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2023	Q1	Feb	2023	T1	fév.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Trade	Métiers spécialisés	--
2021	Q1	Mar	2021	T1	mars	Yukon	Yukon	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q2	May	2020	T2	mai	Quebec	Québec	All Other Immigration	Toute autre immigration	Other Immigrants not included elsewhere	Autres immigrants non inclus ailleurs	Permit Holder Class	Catégorie des titulaires de permis	--
2021	Q3	Jul	2021	T3	juil.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	225
2022	Q1	Feb	2022	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q1	Jan	2023	T1	janv.	Saskatchewan	Saskatchewan	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	200
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	85
2023	Q1	Jan	2023	T1	janv.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	30
2024	Q3	Jul	2024	T3	juil.	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	55
2024	Q4	Nov	2024	T4	nov.	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Parent or Grandparent	Parents ou grands-parents parrainés	--
2020	Q1	Mar	2020	T1	mars	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	10
2015	Q2	May	2015	T2	mai	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	5
2017	Q2	May	2017	T2	mai	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Parent or Grandparent	Parents ou grands-parents parrainés	--
2019	Q1	Mar	2019	T1	mars	British Columbia	Colombie-Britannique	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	--
2022	Q3	Sep	2022	T3	sept.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Trade	Métiers spécialisés	--
2020	Q4	Nov	2020	T4	nov.	Alberta	Alberta	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2017	Q4	Dec	2017	T4	déc.	Ontario	Ontario	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2020	Q2	Jun	2020	T2	juin	Saskatchewan	Saskatchewan	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2023	Q1	Feb	2023	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2018	Q1	Jan	2018	T1	janv.	Ontario	Ontario	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2016	Q4	Oct	2016	T4	oct.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Investor	Investisseurs	20
2024	Q1	Jan	2024	T1	janv.	Quebec	Québec	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2019	Q2	Apr	2019	T2	avr.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	65
2017	Q1	Jan	2017	T1	janv.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Investor	Investisseurs	50
2015	Q2	Apr	2015	T2	avr.	Saskatchewan	Saskatchewan	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2023	Q3	Aug	2023	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2023	Q1	Jan	2023	T1	janv.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Programs	Programmes d’immigration au Canada atlantique	5
2017	Q4	Oct	2017	T4	oct.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Extended Family Member	Membres de la famille élargie parrainés	--
2016	Q3	Aug	2016	T3	août	Quebec	Québec	All Other Immigration	Toute autre immigration	Other Immigrants not included elsewhere	Autres immigrants non inclus ailleurs	Permit Holder Class	Catégorie des titulaires de permis	--
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2017	Q2	Jun	2017	T2	juin	Nova Scotia	Nouvelle-Écosse	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	5
2015	Q3	Aug	2015	T3	août	Quebec	Québec	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	30
2024	Q1	Jan	2024	T1	janv.	Ontario	Ontario	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	30
2015	Q4	Nov	2015	T4	nov.	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2016	Q4	Nov	2016	T4	nov.	Saskatchewan	Saskatchewan	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2024	Q4	Oct	2024	T4	oct.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Atlantic Immigration Programs	Programmes d’immigration au Canada atlantique	15
2017	Q2	May	2017	T2	mai	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	30
2015	Q1	Feb	2015	T1	fév.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	25
2022	Q2	Jun	2022	T2	juin	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Investor	Investisseurs	95
2024	Q3	Jul	2024	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2018	Q4	Nov	2018	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2020	Q4	Dec	2020	T4	déc.	Saskatchewan	Saskatchewan	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q2	Jun	2019	T2	juin	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q1	Mar	2018	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2017	Q3	Aug	2017	T3	août	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2019	Q4	Nov	2019	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q2	Jun	2024	T2	juin	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q2	Jun	2020	T2	juin	New Brunswick	Nouveau-Brunswick	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2022	Q4	Oct	2022	T4	oct.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	--
2016	Q2	Apr	2016	T2	avr.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2019	Q4	Nov	2019	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2019	Q2	Apr	2019	T2	avr.	Alberta	Alberta	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2024	Q1	Jan	2024	T1	janv.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	315
2016	Q1	Feb	2016	T1	fév.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2023	Q4	Oct	2023	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	--
2016	Q4	Dec	2016	T4	déc.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2018	Q3	Jul	2018	T3	juil.	New Brunswick	Nouveau-Brunswick	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2023	Q1	Mar	2023	T1	mars	Manitoba	Manitoba	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q2	Jun	2020	T2	juin	Ontario	Ontario	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	60
2021	Q1	Feb	2021	T1	fév.	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	90
2019	Q3	Jul	2019	T3	juil.	Manitoba	Manitoba	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	50
2019	Q2	Apr	2019	T2	avr.	Nova Scotia	Nouvelle-Écosse	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q1	Jan	2023	T1	janv.	Manitoba	Manitoba	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	15
2019	Q1	Mar	2019	T1	mars	Alberta	Alberta	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	55
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	60
2016	Q4	Nov	2016	T4	nov.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	15
2017	Q4	Nov	2017	T4	nov.	Manitoba	Manitoba	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2020	Q1	Feb	2020	T1	fév.	Saskatchewan	Saskatchewan	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	5
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Investor	Investisseurs	30
2024	Q3	Aug	2024	T3	août	Alberta	Alberta	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Dependant of protected person	Personnes à charge d'une personne protégée	--
2020	Q3	Jul	2020	T3	juil.	Ontario	Ontario	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	10
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	5
2021	Q4	Dec	2021	T4	déc.	New Brunswick	Nouveau-Brunswick	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	5
2015	Q3	Aug	2015	T3	août	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	Economic	Économique	Business	Programme des gens d’affaires	Start-up Business	Démarrage d'entreprise	--
2015	Q1	Feb	2015	T1	fév.	Manitoba	Manitoba	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2021	Q4	Nov	2021	T4	nov.	Ontario	Ontario	Economic	Économique	Business	Programme des gens d’affaires	Self-Employed	Travailleurs autonomes	--
2018	Q3	Sep	2018	T3	sept.	Nova Scotia	Nouvelle-Écosse	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2019	Q1	Mar	2019	T1	mars	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Children	Enfants parrainés	--
2019	Q3	Sep	2019	T3	sept.	Manitoba	Manitoba	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	60
2020	Q2	Jun	2020	T2	juin	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	155
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2022	Q2	Jun	2022	T2	juin	Manitoba	Manitoba	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	5
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	25
2021	Q3	Sep	2021	T3	sept.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	180
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	65
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	30
2020	Q2	Jun	2020	T2	juin	Alberta	Alberta	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Resettled Refugee & Protected Person in Canada	Réfugiés réinstallés et personnes protégées au Canada	Protected Person in Canada	Personnes protégées au Canada	Protected Person	Personnes protégées	30
2023	Q1	Feb	2023	T1	fév.	Quebec	Québec	Economic	Économique	Business	Programme des gens d’affaires	Entrepreneur	Entrepreneurs	--
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2023	Q4	Nov	2023	T4	nov.	Alberta	Alberta	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	65
2023	Q4	Nov	2023	T4	nov.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	10
2024	Q3	Jul	2024	T3	juil.	Quebec	Québec	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	20
2021	Q4	Dec	2021	T4	déc.	Quebec	Québec	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	165
2015	Q1	Feb	2015	T1	fév.	British Columbia	Colombie-Britannique	Economic	Économique	Provincial Nominee Program	Candidats des provinces ou des territoires	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2019	Q1	Feb	2019	T1	fév.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	15
2016	Q1	Feb	2016	T1	fév.	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	35
2024	Q1	Mar	2024	T1	mars	Ontario	Ontario	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	10
2023	Q2	Apr	2023	T2	avr.	Ontario	Ontario	Economic	Économique	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	Temporary Resident to Permanent Resident Pathway	Voie d’accès de la résidence temporaire à la résidence permanente	90
2022	Q3	Aug	2022	T3	août	Saskatchewan	Saskatchewan	Sponsored Family	Famille parrainée	Sponsored Family	Famille parrainée	Sponsored Spouse or Partner	Époux ou conjoints de fait parrainés	--
2023	Q1	Feb	2023	T1	fév.	Saskatchewan	Saskatchewan	Economic	Économique	Worker Program	Programme des travailleurs	Skilled Worker	Travailleurs qualifiés	--
2016	Q4	Oct	2016	T4	oct.	Ontario	Ontario	All Other Immigration	Toute autre immigration	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	Humanitarian & Compassionate	Circonstances d'ordre humanitaire	--
2018	Q4	Oct	2018	T4	oct.	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Caregiver	Aides familiaux	5
2023	Q2	May	2023	T2	mai	British Columbia	Colombie-Britannique	Economic	Économique	Worker Program	Programme des travailleurs	Rural and Northern Immigration	Programme d’immigration dans les communautés rurales et du Nord	10
2018	Q4	Dec	2018	T4	déc.	Ontario	Ontario	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	45
2024	Q2	May	2024	T2	mai	Alberta	Alberta	Economic	Économique	Worker Program	Programme des travailleurs	Canadian Experience	Catégorie de l’expérience canadienne	25
